Country,Region,Happiness Rank,Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Regional indicator,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
Croatia,Central and Eastern Europe,74.0,5.488,,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,2016,5.402,5.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Eastern Asia,75.0,5.458,,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,0.92614,2016,5.362,5.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Sub-Saharan Africa,76.0,5.44,,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,2016,5.321,5.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,Central and Eastern Europe,77.0,5.401,,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016,5.308,5.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,Middle East and Northern Africa,78.0,5.389,,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,2016,5.295,5.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,Southeastern Asia,79.0,5.314,,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,2016,5.237,5.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,Middle East and Northern Africa,80.0,5.303,,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,2016,5.187,5.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,Central and Eastern Europe,81.0,5.291,,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016,5.226,5.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,Southeastern Asia,82.0,5.279,,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,2016,5.16,5.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Eastern Asia,83.0,5.245,,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,2016,5.199,5.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,Southern Asia,84.0,5.196,,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016,5.138,5.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,Central and Eastern Europe,85.0,5.185,,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,2016,5.103,5.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,Central and Eastern Europe,86.0,5.177,,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,2016,5.083,5.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,Central and Eastern Europe,87.0,5.163,,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,2.48406,2016,5.063,5.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,Central and Eastern Europe,88.0,5.161,,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,2016,5.055,5.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,Latin America and Caribbean,89.0,5.155,,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,2016,5.037,5.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,Middle East and Northern Africa,90.0,5.151,,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,2016,5.058,5.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,Central and Eastern Europe,91.0,5.145,,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,2016,5.056,5.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Southern Asia,92.0,5.132,,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,2016,5.038,5.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,Middle East and Northern Africa,93.0,5.129,,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016,5.031,5.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,Western Europe,94.0,5.123,,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,2016,5.03,5.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,Central and Eastern Europe,95.0,5.121,,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016,5.017,5.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,Southeastern Asia,96.0,5.061,,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016,4.991,5.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Sub-Saharan Africa,97.0,5.057,,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016,4.934,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,Middle East and Northern Africa,98.0,5.045,,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016,4.965,5.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,Western Europe,99.0,5.033,,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,2.12944,2016,4.935,5.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,Central and Eastern Europe,100.0,4.996,,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016,4.923,5.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,Eastern Asia,101.0,4.907,,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016,4.838,4.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,Southeastern Asia,102.0,4.876,,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016,4.742,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Sub-Saharan Africa,103.0,4.875,,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016,4.75,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,Latin America and Caribbean,104.0,4.871,,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,2016,4.75,4.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Republic of",Middle East and Northern Africa,105.0,4.813,,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,2016,4.703,4.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,Sub-Saharan Africa,106.0,4.795,,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,2016,4.645,4.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,Southern Asia,107.0,4.793,,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016,4.698,4.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palestine, State of",Middle East and Northern Africa,108.0,4.754,,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016,4.649,4.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,Central and Eastern Europe,109.0,4.655,,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016,4.546,4.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,Southern Asia,110.0,4.643,,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016,4.56,4.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,Sub-Saharan Africa,111.0,4.635,,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.01402,2016,4.505,4.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,Middle East and Northern Africa,112.0,4.575,,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,2016,4.446,4.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,Sub-Saharan Africa,113.0,4.574,,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016,4.374,4.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,Sub-Saharan Africa,114.0,4.513,,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016,4.417,4.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,Sub-Saharan Africa,115.0,4.508,,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,4.425,4.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Sub-Saharan Africa,116.0,4.459,,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016,4.371,4.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Southern Asia,117.0,4.415,,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,4.322,4.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Southern Asia,118.0,4.404,,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016,4.351,4.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,Southeastern Asia,119.0,4.395,,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,4.327,4.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,Middle East and Northern Africa,120.0,4.362,,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,4.259,4.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Central and Eastern Europe,121.0,4.36,,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016,4.266,4.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,Sub-Saharan Africa,122.0,4.356,,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,4.259,4.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Central and Eastern Europe,123.0,4.324,,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016,4.236,4.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Sub-Saharan Africa,124.0,4.276,,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016,4.185,4.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Sub-Saharan Africa,125.0,4.272,,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,2016,4.191,4.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Central and Eastern Europe,126.0,4.252,,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016,4.164,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congo,Sub-Saharan Africa,127.0,4.236,,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,2016,4.107,4.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,Sub-Saharan Africa,128.0,4.219,,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016,4.151,4.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,Central and Eastern Europe,129.0,4.217,,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,4.104,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,Sub-Saharan Africa,130.0,4.201,,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,4.127,4.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Sub-Saharan Africa,131.0,4.193,,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016,4.101,4.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Sub-Saharan Africa,132.0,4.156,,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,4.041,4.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Sub-Saharan Africa,133.0,4.139,,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2.10995,2016,3.928,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Sub-Saharan Africa,134.0,4.121,,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016,4.03,4.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Sub-Saharan Africa,135.0,4.073,,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016,3.988,4.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,Latin America and Caribbean,136.0,4.028,,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016,3.893,4.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,Sub-Saharan Africa,137.0,3.974,,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,3.875,4.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,Sub-Saharan Africa,138.0,3.956,,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016,3.86,4.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivory Coast,Sub-Saharan Africa,139.0,3.916,,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016,3.826,4.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Southeastern Asia,140.0,3.907,,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016,3.798,4.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,Sub-Saharan Africa,141.0,3.866,,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,3.753,3.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,Sub-Saharan Africa,142.0,3.856,,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016,3.781,3.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Sub-Saharan Africa,143.0,3.832,,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016,3.596,4.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Sub-Saharan Africa,144.0,3.763,,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016,3.672,3.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
